timestamp,European Serin,European Goldfinch
2025-07-21 08:43:22,0.07766693,0.12185583
2025-07-21 08:43:25,0.0,0.29179862
2025-07-21 08:43:28,0.7374309,0.12207845
2025-07-21 08:43:31,0.0,0.85900235
2025-07-21 08:43:34,0.0,0.84759504
